년,월,업종코드,업종명,매출액
2020,8,4212,한의원,573457006
2020,8,4214,소아과,96088031
2020,8,4215,정형외과,942455479
2020,8,4401,의약품판매,116642167
2020,8,4402,약국,2195920201
2020,8,4403,한약방,33290570
2020,8,4501,기타약품.의료기기,129882889
2020,8,4601,산후조리원,167921525
2020,8,5102,대형할인점,2631740
2020,8,5103,기타상설할인.아울렛,2302800
2020,8,5201,슈퍼마켓.마트,7428790601
2020,8,5202,편의점,3431839435
2020,8,5203,소비조합(구내매점),362047644
2020,8,5204,농수축협직판장,1246430603
2020,8,5205,농협식품전문점,1382887380
2020,8,5206,체인스토어,531948534
2020,8,5301,기타,69817459
2020,8,5302,기타종합소매점,60777347
2020,8,5402,비료.사료.종자,30000530
2020,8,5501,인터넷상거래,420000
2020,8,5602,통신.방문판매,76046321
2020,8,6101,호텔(특급),19900964
2020,8,6102,호텔(특급외),47264018
2020,8,6103,기타숙박업소,47698900
2020,8,6104,레저용숙박업소,1569400
2020,8,6201,여행사,20000
2020,8,6203,"수집품,기념품",195800
2020,8,6204,차량임대(렌터카),1663500
2020,8,6205,선물용품점,3332500
2020,8,6302,택시,200000
2020,8,6404,오토바이,22027530
2020,8,6501,차량부품.용품,258758897
2020,8,6502,자동차정비,933063847
2020,8,6504,타이어판매점,209694759
2020,8,6601,주유소,4918350569
2020,8,6602,주유소(LPG),466024744
2020,8,6603,기타연료판매,19773884
2020,8,6701,주차장.폐차장,46017035
2020,8,6702,세차장,78338310
2020,8,6703,차량견인서비스,64000
2020,8,6705,고속도로통행카드,800
2020,8,7101,유치원,11527500
2020,8,7103,대학교.대학원,3175900
2020,8,7201,"입시학원,보습학원",3024720788
2020,8,7202,외국어학원,941685632
2020,8,7204,무술도장 등(학원),339724270
2020,8,7205,예체능계열학원,641845309
2020,8,7210,자동차운전학원,114204522
2020,8,7211,기술.직업훈련학원,105617760
2020,8,7213,기타교육.교습.학원,1304760067
2020,8,7301,요양.보육.복지시설,39302970
2020,8,7303,교육및교구,28568700
2020,8,8101,서적(출판),498996966
2020,8,8102,"문구,사무용품",265587492
2020,8,8103,비디오.음반,699500
2020,8,8104,악기판매점,24847700
2020,8,8105,"기타레저,스포츠용품",291227004
2020,8,8106,자전거,127202966
2020,8,8107,카메라.캠코더,9105800
2020,8,8109,예술품.골동품,2424868
2020,8,8110,화원.화초,141453544
2020,8,8111,"애완동물,용품(수족관)",148657378
2020,8,8112,기타상품판매점,237525633
2020,8,8113,사진관.현상소,109117470
2020,8,8114,점술업,100000
2020,8,8115,동물병원,305982726
2020,8,8117,완구,60059120
2020,8,8118,총포류,50000
2020,8,8119,화방.표구점,7005800
2020,8,8120,민예품.공예품,13276492
2020,8,8121,전문스포츠용품점,232700518
2020,8,8202,기타오락.휴식시설,50201700
2020,8,8203,영화.공연장,3615500
2020,8,8302,골프장,107478683
2020,8,8305,헬스클럽,231576730
2020,8,8308,당구장,55919554
2020,8,8309,골프연습장,203209781
2020,8,8310,기타취미.레저.스포츠,703922199
2020,8,8401,오락실/PC방,141871899
2020,8,8402,노래방,70174834
2020,8,8405,사우나.목욕탕.찜질방,103529800
2020,8,8406,기타대인서비스,19911200
2020,8,8501,기타요금,7183600
2020,8,8503,종합레저타운,30621300
2020,8,8603,안마시술소,200000
2020,8,9204,공과금,3981843
2020,8,9207,공공편의서비스,3155770
2020,8,9301,이사/화물운송업,7081550
2020,8,9303,택배서비스,2194950
2020,8,9305,기타운송기구,6955094
2020,8,9306,창고보관업,815000
2020,8,9402,판촉물.인쇄.복사,22465170
2020,8,9407,기계.장비(기타),15695428
2020,8,9502,법무전문서비스,9269460
2020,8,9503,세무전문서비스,1372000
2020,8,9504,광고기획.대행업,2086450
2020,8,9511,기타전문서비스,27192801
2020,8,9602,기타서비스,245023735
2020,8,9801,각종단체회비,7548850
2020,8,9906,종교시설 기부,3854000
2020,9,1101,양복점.한복점,16609000
2020,9,1104,아동.유아복,36240225
2020,9,1106,일반의류,430254127
2020,9,1107,스포츠용품점,90089959
2020,9,1108,모피.무스탕,800000
2020,9,1110,내의류,80054470
2020,9,1111,교복,13529400
2020,9,1112,의류관련(기타),2601700
2020,9,1201,커튼.카펫.수건,35096477
2020,9,1202,침구및수예품,102571098
2020,9,1301,세탁업,142859392
2020,9,1401,기타잡화,85705724
2020,9,1402,시계.귀금속,40494110
2020,9,1403,안경.광학제품,457441733
2020,9,1404,구두.신발,27050800
2020,9,1405,가방.핸드백,5580560
2020,9,1407,가발,10253500
2020,9,1501,화장품,283833792
2020,9,1503,미용재료,22118530
2020,9,1601,이발소,11412630
2020,9,1602,미용실(두발전문),1233970787
2020,9,1701,피부.체형미관리,136841565
2020,9,2102,"축산물,정육점",2296502168
2020,9,2103,"수산물,건어물",948424080
2020,9,2104,"농산물,청과물",1575249392
2020,9,2105,기타식음료품,1699388491
2020,9,2201,건강보조식품,121681051
2020,9,2202,인삼전문점,69029912
2020,9,2203,한국인삼공사,41667154
2020,9,2301,일반음식점,11844236654
2020,9,2302,중식전문점,1038511080
2020,9,2303,일식전문점,688153526
2020,9,2305,서양식전문점,536722253
2020,9,2307,패스트푸드점,758955967
2020,9,2309,치킨전문점,1049911517
2020,9,2310,식음료(기타),293470043
2020,9,2401,기타음식점,249184175
2020,9,2402,뷔페.출장연회,18925400
2020,9,2501,제과.제빵,1390916425
2020,9,2502,커피전문점,1513772323
2020,9,2503,아이스크림전문점,78354790
2020,9,2601,일반주점,341393121
2020,9,2602,주류전문점,8093660
2020,9,2604,기타주점,694200
2020,9,3101,가전제품,65943625
2020,9,3102,정수기.비데,1032050
2020,9,3104,기타전자제품,26542367
2020,9,3201,컴퓨터및소프트웨어,23050550
2020,9,3202,통신기기,13472722
2020,9,3203,"철재,사무용가구",6730780
2020,9,3204,기타사무용기기,3220112
2020,9,3301,가구판매점,338209604
2020,9,3302,기타가정.주방용품,142916738
2020,9,3303,조명기구.전기,28601876
2020,9,3402,"보일러,펌프,샷시",45503223
2020,9,3403,기타건축자재,89457204
2020,9,3405,실내장식(인테리어),28779013
2020,9,3501,중고품판매점,19362400
2020,9,3503,기타장비임대,116032190
2020,9,3504,기타수리.수선전문,82207991
2020,9,3601,기타부동산관련업,1850700
2020,9,3602,부동산중개,1155000
2020,9,3801,웨딩토탈서비스,7755900
2020,9,3802,예식장,-1123500
2020,9,3803,기타가례서비스,227600
2020,9,4101,종합병원,753576564
2020,9,4102,일반병원,465939882
2020,9,4103,한방병원,87334048
2020,9,4104,요양병원,249221761
2020,9,4201,치과,1369039305
2020,9,4202,내과,762736182
2020,9,4203,신경정신과,129752428
2020,9,4204,외과,158878454
2020,9,4205,성형외과,128280437
2020,9,4206,산부인과,255193562
2020,9,4207,안과,166404880
2020,9,4208,이비인후과,84516590
2020,9,4209,피부과,417453553
2020,9,4211,기타의료업,493980019
2020,9,4212,한의원,469547074
2020,9,4214,소아과,119485820
2020,9,4215,정형외과,720675999
2020,9,4401,의약품판매,83098117
2020,9,4402,약국,2056749069
2020,9,4403,한약방,27369122
2020,9,4501,기타약품.의료기기,80229654
2020,9,4601,산후조리원,55599954
2020,9,5102,대형할인점,2239370
2020,9,5103,기타상설할인.아울렛,1407000
2020,9,5201,슈퍼마켓.마트,6675254106
2020,9,5202,편의점,2899501311
2020,9,5203,소비조합(구내매점),323754752
2020,9,5204,농수축협직판장,1011751709
2020,9,5205,농협식품전문점,1201348058
2020,9,5206,체인스토어,484786994
2020,9,5301,기타,50662023
2020,9,5302,기타종합소매점,53223765
2020,9,5402,비료.사료.종자,20705940
2020,9,5602,통신.방문판매,45288331
2020,9,6101,호텔(특급),10892340
2020,9,6102,호텔(특급외),15461403
2020,9,6103,기타숙박업소,28152107
2020,9,6104,레저용숙박업소,624600
2020,9,6201,여행사,78000
2020,9,6203,"수집품,기념품",375000
2020,9,6204,차량임대(렌터카),1224700
2020,9,6205,선물용품점,1160500
2020,9,6404,오토바이,14850270
2020,9,6501,차량부품.용품,166317701
2020,9,6502,자동차정비,649633097
2020,9,6504,타이어판매점,107443361
2020,9,6601,주유소,3779207541
2020,9,6602,주유소(LPG),381048590
2020,9,6603,기타연료판매,17909942
2020,9,6701,주차장.폐차장,31375160
2020,9,6702,세차장,49213830
2020,9,6703,차량견인서비스,230500
2020,9,7101,유치원,9197450
2020,9,7103,대학교.대학원,2334700
2020,9,7201,"입시학원,보습학원",3021943193
2020,9,7202,외국어학원,1055732087
2020,9,7204,무술도장 등(학원),278391180
2020,9,7205,예체능계열학원,559718618
2020,9,7210,자동차운전학원,52723700
2020,9,7211,기술.직업훈련학원,57653976
2020,9,7213,기타교육.교습.학원,1207296594
2020,9,7301,요양.보육.복지시설,43423134
2020,9,7303,교육및교구,17366500
2020,9,8101,서적(출판),394175689
2020,9,8102,"문구,사무용품",232554490
2020,9,8103,비디오.음반,355800
2020,9,8104,악기판매점,17408500
2020,9,8105,"기타레저,스포츠용품",195363183
2020,9,8106,자전거,116301131
2020,9,8107,카메라.캠코더,1739500
2020,9,8109,예술품.골동품,1212800
2020,9,8110,화원.화초,133233105
2020,9,8111,"애완동물,용품(수족관)",104382390
2020,9,8112,기타상품판매점,174978292
2020,9,8113,사진관.현상소,68084900
2020,9,8114,점술업,220000
2020,9,8115,동물병원,246213290
2020,9,8117,완구,38535223
2020,9,8119,화방.표구점,4838500
2020,9,8120,민예품.공예품,10766200
2020,9,8121,전문스포츠용품점,145105964
2020,9,8202,기타오락.휴식시설,18278200
2020,9,8203,영화.공연장,1983500
2020,9,8302,골프장,102337660
2020,9,8305,헬스클럽,100404440
2020,9,8308,당구장,38130040
2020,9,8309,골프연습장,134428745
2020,9,8310,기타취미.레저.스포츠,354129826
2020,9,8401,오락실/PC방,68254030
2020,9,8402,노래방,23791200
2020,9,8405,사우나.목욕탕.찜질방,35067565
2020,9,8406,기타대인서비스,12597250
2020,9,8501,기타요금,619800
2020,9,8503,종합레저타운,18567700
2020,9,8603,안마시술소,610000
2020,9,9204,공과금,2726191
2020,9,9207,공공편의서비스,1402200
2020,9,9301,이사/화물운송업,3074800
2020,9,9303,택배서비스,2285240
2020,9,9305,기타운송기구,5169750
2020,9,9306,창고보관업,374700
2020,9,9402,판촉물.인쇄.복사,20020610
2020,9,9407,기계.장비(기타),11625180
2020,9,9502,법무전문서비스,2114521
2020,9,9503,세무전문서비스,768000
2020,9,9504,광고기획.대행업,2530000
2020,9,9511,기타전문서비스,11931469
2020,9,9602,기타서비스,192619936
2020,9,9801,각종단체회비,3167590
2020,9,9906,종교시설 기부,2072000
2020,10,1101,양복점.한복점,19119000
2020,10,1104,아동.유아복,33577940
2020,10,1106,일반의류,537227589
2020,10,1107,스포츠용품점,121863884
2020,10,1108,모피.무스탕,110000
2020,10,1110,내의류,80984915
2020,10,1111,교복,20316080
2020,10,1112,의류관련(기타),4898850
2020,10,1201,커튼.카펫.수건,33884750
2020,10,1202,침구및수예품,104733101
2020,10,1301,세탁업,176482771
2020,10,1401,기타잡화,89846439
2020,10,1402,시계.귀금속,32459500
2020,10,1403,안경.광학제품,404040879
2020,10,1404,구두.신발,33876900
2020,10,1405,가방.핸드백,4433500
2020,10,1407,가발,5553000
2020,10,1501,화장품,214336581
2020,10,1503,미용재료,15775100
2020,10,1601,이발소,11112000
2020,10,1602,미용실(두발전문),1098688947
2020,10,1701,피부.체형미관리,114075757
2020,10,2102,"축산물,정육점",1556987126
2020,10,2103,"수산물,건어물",824119163
2020,10,2104,"농산물,청과물",962935717
2020,10,2105,기타식음료품,1325808071
2020,10,2201,건강보조식품,92641476
2020,10,2202,인삼전문점,32342068
2020,10,2203,한국인삼공사,15574400
2020,10,2301,일반음식점,11607921232
2020,10,2302,중식전문점,1039602968
2020,10,2303,일식전문점,689659239
2020,10,2305,서양식전문점,568725465
2020,10,2307,패스트푸드점,661271755
2020,10,2309,치킨전문점,935813497
2020,10,2310,식음료(기타),194702736
2020,10,2401,기타음식점,216394395
2020,10,2402,뷔페.출장연회,31295500
2020,10,2501,제과.제빵,1244207414
2020,10,2502,커피전문점,1448576103
2020,10,2503,아이스크림전문점,61950600
2020,10,2601,일반주점,381658390
2020,10,2602,주류전문점,3003550
2020,10,2604,기타주점,814000
2020,10,3101,가전제품,52878463
2020,10,3102,정수기.비데,1077100
2020,10,3104,기타전자제품,20195851
2020,10,3201,컴퓨터및소프트웨어,8756190
2020,10,3202,통신기기,9273730
2020,10,3203,"철재,사무용가구",3739940
2020,10,3204,기타사무용기기,2279362
2020,10,3301,가구판매점,247498535
2020,10,3302,기타가정.주방용품,125474756
2020,10,3303,조명기구.전기,26728169
2020,10,3402,"보일러,펌프,샷시",44185374
2020,10,3403,기타건축자재,74287075
2020,10,3405,실내장식(인테리어),26510070
2020,10,3501,중고품판매점,18879950
2020,10,3503,기타장비임대,132814195
2020,10,3504,기타수리.수선전문,72120501
2020,10,3601,기타부동산관련업,5982120
2020,10,3602,부동산중개,836000
2020,10,3801,웨딩토탈서비스,7226000
2020,10,3802,예식장,12237500
2020,10,3803,기타가례서비스,1910500
2020,10,4101,종합병원,653517846
2020,10,4102,일반병원,425493489
2020,10,4103,한방병원,72846494
2020,10,4104,요양병원,215649997
2020,10,4201,치과,1104397615
2020,10,4202,내과,690927843
2020,10,4203,신경정신과,108640440
2020,10,4204,외과,121676700
2020,10,4205,성형외과,96468485
2020,10,4206,산부인과,205766290
2020,10,4207,안과,119798870
2020,10,4208,이비인후과,77556660
2020,10,4209,피부과,364422021
2020,10,4211,기타의료업,444753322
2020,10,4212,한의원,385076965
2020,10,4214,소아과,129997790
2020,10,4215,정형외과,556690578
2020,10,4401,의약품판매,89106734
2020,10,4402,약국,1705582843
2020,10,4403,한약방,25943500
2020,10,4501,기타약품.의료기기,59807386
2020,10,4601,산후조리원,45398214
2020,10,5102,대형할인점,1812300
2020,10,5103,기타상설할인.아울렛,2292500
2020,10,5201,슈퍼마켓.마트,5245409807
2020,10,5202,편의점,2554158646
2020,10,5203,소비조합(구내매점),242312580
2020,10,5204,농수축협직판장,746036055
2020,10,5205,농협식품전문점,870154130
2020,10,5206,체인스토어,343904807
2020,10,5301,기타,31843524
2020,10,5302,기타종합소매점,45773272
2020,10,5402,비료.사료.종자,12702410
2020,10,5602,통신.방문판매,39108492
2020,10,6101,호텔(특급),10157365
2020,10,6102,호텔(특급외),19701100
2020,10,6103,기타숙박업소,25424000
2020,10,6104,레저용숙박업소,1361300
2020,10,6201,여행사,1000
2020,10,6203,"수집품,기념품",409500
2020,10,6204,차량임대(렌터카),975750
2020,10,6205,선물용품점,1506000
2020,10,6404,오토바이,13291100
2020,10,6501,차량부품.용품,123947332
2020,10,6502,자동차정비,513701938
2020,10,6504,타이어판매점,102813900
2020,10,6601,주유소,3358944011
2020,10,6602,주유소(LPG),356025063
2020,10,6603,기타연료판매,19370546
2020,10,6701,주차장.폐차장,31003540
2020,10,6702,세차장,47698215
2020,10,6703,차량견인서비스,229500
2020,10,6705,고속도로통행카드,5600
2020,10,7101,유치원,11676700
2020,10,7103,대학교.대학원,2242200
2020,10,7201,"입시학원,보습학원",2706227120
2020,10,7202,외국어학원,878256784
2020,10,7204,무술도장 등(학원),293812600
2020,10,7205,예체능계열학원,550768657
2020,10,7210,자동차운전학원,41908400
2020,10,7211,기술.직업훈련학원,30535000
2020,10,7213,기타교육.교습.학원,1100334927
2020,10,7301,요양.보육.복지시설,37586884
2020,10,7303,교육및교구,15000400
2020,10,8101,서적(출판),328453983
2020,10,8102,"문구,사무용품",199100561
2020,10,8103,비디오.음반,430600
2020,10,8104,악기판매점,10919000
2020,10,8105,"기타레저,스포츠용품",262847176
2020,10,8106,자전거,92400138
2020,10,8107,카메라.캠코더,1151000
2020,10,8109,예술품.골동품,1232000
2020,10,8110,화원.화초,120087456
2020,10,8111,"애완동물,용품(수족관)",90721520
2020,10,8112,기타상품판매점,133900705
2020,10,8113,사진관.현상소,59559850
2020,10,8114,점술업,300000
2020,10,8115,동물병원,201787165
2020,10,8117,완구,39659200
2020,10,8118,총포류,50000
2020,10,8119,화방.표구점,4934800
2020,10,8120,민예품.공예품,7656301
2020,10,8121,전문스포츠용품점,150068878
2020,10,8202,기타오락.휴식시설,21858250
2020,10,8203,영화.공연장,1830500
2020,10,8302,골프장,108185436
2020,10,8305,헬스클럽,108771470
2020,10,8308,당구장,36308410
2020,10,8309,골프연습장,139543950
2020,10,8310,기타취미.레저.스포츠,369231930
2020,10,8401,오락실/PC방,107041890
2020,10,8402,노래방,54839300
2020,10,8405,사우나.목욕탕.찜질방,56000100
2020,10,8406,기타대인서비스,9077500
2020,10,8501,기타요금,5910900
2020,10,8503,종합레저타운,43672200
2020,10,8603,안마시술소,400000
2020,10,9204,공과금,2907427
2020,10,9207,공공편의서비스,4246450
2020,10,9301,이사/화물운송업,1897888
2020,10,9303,택배서비스,1630370
2020,10,9305,기타운송기구,2798970
2020,10,9306,창고보관업,422850
2020,10,9402,판촉물.인쇄.복사,14494337
2020,10,9407,기계.장비(기타),7181780
2020,10,9502,법무전문서비스,2488000
2020,10,9504,광고기획.대행업,1427400
2020,10,9511,기타전문서비스,12821988
2020,10,9602,기타서비스,173792345
2020,10,9801,각종단체회비,3766240
2020,10,9906,종교시설 기부,1247500
2020,11,1101,양복점.한복점,86305400
2020,11,1104,아동.유아복,193209840
2020,11,1106,일반의류,1618952167
2020,11,1107,스포츠용품점,505495071
2020,11,1108,모피.무스탕,6681000
2020,11,1110,내의류,214228766
2020,11,1111,교복,32024400
2020,11,1112,의류관련(기타),8722900
2020,11,1201,커튼.카펫.수건,218242566
2020,11,1202,침구및수예품,561837492
2020,11,1301,세탁업,330731529
2020,11,1401,기타잡화,265620720
2020,11,1402,시계.귀금속,375027470
2020,11,1403,안경.광학제품,1296562216
2020,11,1404,구두.신발,96975700
2020,11,1405,가방.핸드백,18422500
2020,11,1407,가발,43142000
2020,11,1501,화장품,888440228
2020,11,1503,미용재료,74444250
2020,11,1601,이발소,22882500
2020,11,1602,미용실(두발전문),2620398561
2020,11,1701,피부.체형미관리,635136538
2020,11,2102,"축산물,정육점",3440286319
2020,11,2103,"수산물,건어물",1879237591
2020,11,2104,"농산물,청과물",2244936484
2020,11,2105,기타식음료품,2709376243
2020,11,2201,건강보조식품,294138968
2020,11,2202,인삼전문점,100500009
2020,11,2203,한국인삼공사,60102457
2020,11,2301,일반음식점,21809803006
2020,11,2302,중식전문점,1828411995
2020,11,2303,일식전문점,1380833262
2020,11,2305,서양식전문점,1082212066
2020,11,2307,패스트푸드점,1103600952
2020,11,2309,치킨전문점,1684127840
2020,11,2310,식음료(기타),456385483
2020,11,2401,기타음식점,460557250
2020,11,2402,뷔페.출장연회,115122700
2020,11,2501,제과.제빵,2177081725
2020,11,2502,커피전문점,2319950697
2020,11,2503,아이스크림전문점,106125981
2020,11,2601,일반주점,731849276
2020,11,2602,주류전문점,10942750
2020,11,2604,기타주점,2083600
2020,11,3101,가전제품,1243461456
2020,11,3102,정수기.비데,4699340
2020,11,3104,기타전자제품,194693370
2020,11,3201,컴퓨터및소프트웨어,106572969
2020,11,3202,통신기기,104951280
2020,11,3203,"철재,사무용가구",19941080
2020,11,3204,기타사무용기기,9264140
2020,11,3301,가구판매점,3229809046
2020,11,3302,기타가정.주방용품,456076327
2020,11,3303,조명기구.전기,102992438
2020,11,3402,"보일러,펌프,샷시",248958493
2020,11,3403,기타건축자재,282574651
2020,11,3405,실내장식(인테리어),93832630
2020,11,3501,중고품판매점,52443680
2020,11,3503,기타장비임대,248907601
2020,11,3504,기타수리.수선전문,224582800
2020,11,3601,기타부동산관련업,8602180
2020,11,3602,부동산중개,11126375
2020,11,3801,웨딩토탈서비스,55285677
2020,11,3802,예식장,223368763
2020,11,3803,기타가례서비스,24628200
2020,11,4101,종합병원,1997193173
2020,11,4102,일반병원,1036697894
2020,11,4103,한방병원,287387929
2020,11,4104,요양병원,604172875
2020,11,4201,치과,4827658013
2020,11,4202,내과,1247653962
2020,11,4203,신경정신과,247380550
2020,11,4204,외과,375838708
2020,11,4205,성형외과,426385817
2020,11,4206,산부인과,456593398
2020,11,4207,안과,364575840
2020,11,4208,이비인후과,111175770
2020,11,4209,피부과,1216872330
2020,11,4211,기타의료업,937448364
2020,11,4212,한의원,1089099930
2020,11,4214,소아과,224215559
2020,11,4215,정형외과,1472069189
2020,11,4401,의약품판매,295473066
2020,11,4402,약국,3328938917
2020,11,4403,한약방,69836500
2020,11,4501,기타약품.의료기기,397762039
2020,11,4601,산후조리원,657611035
2020,11,5102,대형할인점,2838790
2020,11,5103,기타상설할인.아울렛,501150
2020,11,5201,슈퍼마켓.마트,9899122780
2020,11,5202,편의점,4150956964
2020,11,5203,소비조합(구내매점),485460800
2020,11,5204,농수축협직판장,2006827576
2020,11,5205,농협식품전문점,2167711400
2020,11,5206,체인스토어,730459349
2020,11,5301,기타,185908935
2020,11,5302,기타종합소매점,74880910
2020,11,5402,비료.사료.종자,17570640
2020,11,5501,인터넷상거래,2111000
2020,11,5602,통신.방문판매,229657652
2020,11,6101,호텔(특급),36866970
2020,11,6102,호텔(특급외),109162448
2020,11,6103,기타숙박업소,65997045
2020,11,6104,레저용숙박업소,3569400
2020,11,6201,여행사,15000
2020,11,6203,"수집품,기념품",453400
2020,11,6204,차량임대(렌터카),5278087
2020,11,6205,선물용품점,9238000
2020,11,6302,택시,100000
2020,11,6308,기타승객운송업,1133000
2020,11,6404,오토바이,35527788
2020,11,6501,차량부품.용품,578565902
2020,11,6502,자동차정비,1678803595
2020,11,6504,타이어판매점,568079476
2020,11,6601,주유소,6341836927
2020,11,6602,주유소(LPG),596879051
2020,11,6603,기타연료판매,87632510
2020,11,6701,주차장.폐차장,70904450
2020,11,6702,세차장,110927151
2020,11,6703,차량견인서비스,441500
2020,11,6705,고속도로통행카드,7200
2020,11,7101,유치원,52640300
2020,11,7103,대학교.대학원,3583100
2020,11,7201,"입시학원,보습학원",7962877516
2020,11,7202,외국어학원,2985152519
2020,11,7204,무술도장 등(학원),1016874065
2020,11,7205,예체능계열학원,1687204750
2020,11,7210,자동차운전학원,237605350
2020,11,7211,기술.직업훈련학원,236408440
2020,11,7213,기타교육.교습.학원,3472908287
2020,11,7301,요양.보육.복지시설,118091208
2020,11,7303,교육및교구,136064849
2020,11,8101,서적(출판),1502913665
2020,11,8102,"문구,사무용품",412201319
2020,11,8103,비디오.음반,1170800
2020,11,8104,악기판매점,74704000
2020,11,8105,"기타레저,스포츠용품",1138086954
2020,11,8106,자전거,207805961
2020,11,8107,카메라.캠코더,13437800
2020,11,8109,예술품.골동품,1944100
2020,11,8110,화원.화초,276577054
2020,11,8111,"애완동물,용품(수족관)",216238370
2020,11,8112,기타상품판매점,405043357
2020,11,8113,사진관.현상소,229841750
